id,Sex,Length,Diameter,Height,Weight,Age,price
34816,F,1.5625,1.1875,0.3375,30.8159065,8,10.00
34817,I,1.05,0.7875,0.225,9.68135425,7,9.00
34818,M,1.5125,1.2,0.4,34.6147395,12,10.00
34819,I,1.1875,0.95,0.35,17.8885345,8,7.00
34820,I,0.9125,0.6625,0.2375,6.08096775,7,7.00
34821,I,0.9375,0.7,0.2375,6.8889285,6,5.00
34822,F,1.175,0.9,0.2875,14.571643,7,10.00
34823,M,1.45,1.125,0.3625,26.97454925,8,9.00
34824,F,1.35,1.1125,0.4375,29.8520235,13,8.00
34825,I,1.2125,0.925,0.325,15.3937785,7,7.00
34826,M,1.425,1.1625,0.4375,27.8675585,16,7.00
34827,I,1.0875,0.8,0.25,11.169703,8,8.00
34828,M,1.2625,0.95,0.3,16.1308655,8,10.00
34829,M,0.9125,0.675,0.2125,6.6054335,6,9.00
34830,F,1.5625,1.25,0.4375,36.0889135,8,6.00
34831,I,0.9875,0.75,0.225,8.8166945,6,10.00
34832,F,1.8,1.4625,0.5,62.652395,14,8.00
34833,I,0.8625,0.6375,0.1875,4.252425,6,6.00
34834,M,1.5875,1.2125,0.4375,30.91512975,10,9.00
34835,F,1.375,1.0625,0.3625,28.08017975,8,10.00
34836,I,1.3375,1.0375,0.375,20.70930975,11,6.00
34837,I,0.7375,0.5375,0.1875,3.24601775,6,6.00
34838,I,0.875,0.6625,0.1625,4.819415,6,8.00
34839,I,0.8125,0.575,0.1875,4.26659975,7,10.00
34840,M,0.7,0.5,0.2125,2.76407625,10,10.00
34841,M,1.5625,1.2625,0.4625,33.46658475,11,10.00
34842,I,1.0375,0.7875,0.2625,8.0229085,6,5.00
34843,M,1.6375,1.3125,0.475,41.4186195,10,8.00
34844,I,1.4875,1.1875,0.5,33.12639075,10,8.00
34845,M,1.375,1.075,0.4125,22.29688175,9,7.00
34846,F,1.3875,1.075,0.3375,20.638436,9,8.00
34847,I,0.8875,0.6875,0.25,5.71242425,6,9.00
34848,I,0.95,0.8125,0.25,9.8939755,8,10.00
34849,I,0.75,0.6125,0.1875,3.1467945,6,6.00
34850,M,1.2625,0.975,0.3125,17.0380495,12,9.00
34851,M,1.725,1.35,0.4625,43.6298805,11,7.00
34852,I,0.6875,0.4375,0.1625,3.64291075,8,6.00
34853,I,0.875,0.6375,0.1875,4.8477645,6,10.00
34854,M,1.4875,1.1875,0.4125,29.1716355,12,5.00
34855,F,1.3875,1.0625,0.3375,25.741346,8,9.00
34856,F,1.2125,1,0.3625,16.08834125,10,10.00
34857,M,1.65,1.3375,0.5375,48.3925965,10,8.00
34858,I,1.2875,1.05,0.35,22.8213475,10,5.00
34859,I,1.0875,0.8125,0.275,10.716111,8,10.00
34860,I,1.375,1.0625,0.3625,24.94756,10,5.00
34861,M,1.475,1.1,0.4125,29.937072,13,10.00
34862,M,1.525,1.2375,0.5375,54.81375825,20,10.00
34863,F,1.175,0.95,0.2625,13.53688625,9,6.00
34864,M,1.5125,1.225,0.3875,32.16250775,10,10.00
34865,F,1.3,1.1,0.35,21.9708625,14,10.00
34866,I,0.45,0.3125,0.075,0.66621325,4,9.00
34867,M,1.4375,1.05,0.325,24.81998725,9,10.00
34868,F,1.5375,1.15,0.4,30.14969325,18,8.00
34869,I,1.275,0.9375,0.3,16.76872925,9,9.00
34870,M,1.3,1,0.325,14.38737125,8,5.00
34871,I,1.525,1.15,0.375,27.5840635,8,6.00
34872,F,1.5,1.225,0.4375,30.1355185,19,7.00
34873,F,1.4625,1.1625,0.375,30.0221205,10,9.00
34874,M,1.5,1.2375,0.4375,34.6147395,13,9.00
34875,M,1.4125,1.1,0.375,24.84833675,8,9.00
34876,I,0.875,0.65,0.25,5.3013565,8,10.00
34877,F,1.0625,0.85,0.3,9.979024,10,10.00
34878,M,1.1625,1,0.35,19.1926115,8,6.00
34879,M,1.475,1.175,0.3875,31.18445,11,9.00
34880,F,1.8,1.4125,0.4875,58.7685135,19,9.00
34881,I,1.075,0.825,0.25,12.7856245,7,7.00
34882,M,0.9875,0.725,0.25,9.355335,9,5.00
34883,I,0.975,0.725,0.2375,7.72523875,7,5.00
34884,I,0.4,0.3,0.125,0.69456275,5,5.00
34885,F,1.425,1.0625,0.375,30.1355185,10,7.00
34886,M,1.75,1.4125,0.4875,51.27007075,11,10.00
34887,I,0.9125,0.75,0.225,6.30776375,8,10.00
34888,I,0.9375,0.7125,0.25,7.78193775,7,8.00
34889,I,1.1,0.8,0.2875,10.44679075,8,5.00
34890,M,1.4875,1.175,0.4375,31.0427025,10,6.00
34891,M,1.225,0.95,0.3125,16.5844575,10,5.00
34892,I,0.6875,0.5125,0.1375,2.79242575,5,5.00
34893,I,1.425,1.125,0.35,25.344453,10,5.00
34894,I,1.25,0.9375,0.3375,15.49300175,9,6.00
34895,M,1.475,1.225,0.4625,31.638042,15,6.00
34896,I,0.85,0.65,0.225,5.613201,5,9.00
34897,F,1.5125,1.2375,0.3875,31.127751,12,10.00
34898,F,1.3125,1,0.275,27.669112,8,9.00
34899,I,1.15,0.9375,0.2375,13.664459,8,8.00
34900,M,1.3,1.0625,0.375,24.73493875,10,9.00
34901,I,0.9,0.675,0.2,6.44951125,6,6.00
34902,F,1.3125,1.025,0.4,18.9091165,9,10.00
34903,M,1.25,0.975,0.375,18.4555245,10,5.00
34904,I,1.0625,0.775,0.25,8.34892775,6,6.00
34905,M,1.5,1.1875,0.425,28.7180435,10,5.00
34906,M,1.15,0.925,0.3375,14.798439,15,7.00
34907,M,1.3125,1.0375,0.35,18.27125275,11,7.00
34908,M,1.5,1.1875,0.375,28.22192725,17,9.00
34909,F,1.1625,0.9,0.3,14.69921575,13,7.00
34910,F,0.975,0.7375,0.2625,12.99824575,7,7.00
34911,M,1.4625,1.0125,0.375,27.1304715,13,8.00
34912,I,0.7,0.525,0.175,3.30271675,5,7.00
34913,F,1.6,1.25,0.425,40.653183,10,7.00
34914,I,0.9125,0.675,0.225,5.556502,7,6.00
34915,M,1.55,1.175,0.4375,33.622507,11,8.00
34916,I,1.15,0.875,0.3125,13.8062065,11,9.00
34917,M,1.5,1.1875,0.3875,30.43318825,10,7.00
34918,M,1.45,1.1375,0.4125,31.14192575,11,9.00
34919,I,1.1625,0.9125,0.2625,15.6205745,11,10.00
34920,F,1.5375,1.1875,0.4,34.23202125,11,6.00
34921,F,1.0625,0.8625,0.325,12.54465375,13,7.00
34922,M,1.275,0.9875,0.3,17.33571925,11,6.00
34923,M,1.4,1.1375,0.3625,25.3728025,9,7.00
34924,M,1.525,1.1625,0.4,29.1716355,13,9.00
34925,I,1.625,1.2375,0.4375,35.62114675,9,5.00
34926,I,1.3125,1.0625,0.3875,24.36639525,11,6.00
34927,F,1.45,1.125,0.375,23.11901725,11,6.00
34928,F,1.6875,1.3375,0.475,47.18774275,10,10.00
34929,I,0.875,0.6375,0.225,5.42892925,6,7.00
34930,M,0.9375,0.7125,0.2125,4.97533725,10,6.00
34931,F,1.4375,1.1125,0.45,29.49765475,20,8.00
34932,M,1.4625,1.175,0.4625,27.499015,12,6.00
34933,I,0.825,0.6375,0.1875,4.3941725,5,10.00
34934,F,1.4875,1.175,0.3625,27.158821,10,8.00
34935,M,1.5625,1.2125,0.3625,27.51318975,8,10.00
34936,M,1.125,0.875,0.3,13.53688625,8,7.00
34937,F,1.7375,1.3125,0.425,35.13920525,14,8.00
34938,F,1.325,1.0125,0.325,20.08562075,9,6.00
34939,M,1.5375,1.1875,0.425,29.993771,8,9.00
34940,I,1.3125,0.9875,0.3125,16.79707875,10,6.00
34941,M,1.4125,1.075,0.3375,23.94115275,10,6.00
34942,I,1.225,0.95,0.3125,15.5071765,9,10.00
34943,F,1.55,1.1875,0.4,29.49765475,11,10.00
34944,F,1.4375,1.2,0.3625,29.44872325,10,7.00
34945,M,1.5125,1.1875,0.4375,32.0065855,10,10.00
34946,F,1.3125,1.075,0.4125,22.12678475,9,10.00
34947,F,1.6125,1.25,0.475,31.9498865,18,6.00
34948,I,0.8125,0.6125,0.125,4.20990075,6,5.00
34949,F,1.75,1.3875,0.4625,54.7428845,10,9.00
34950,I,0.9375,0.7,0.225,6.1518415,7,8.00
34951,M,1.5125,1.1625,0.5,30.43318825,15,8.00
34952,M,1.4375,1.125,0.3375,26.138239,8,5.00
34953,M,0.95,0.675,0.2375,5.443104,8,7.00
34954,I,1.0625,0.8125,0.3125,10.41844125,8,5.00
34955,M,1.1875,0.8625,0.2875,12.47378,7,9.00
34956,M,1.175,0.9,0.325,13.8062065,7,8.00
34957,M,1.7,1.3125,0.4625,50.56133325,9,7.00
34958,I,1.2375,0.9375,0.3125,17.4349425,7,9.00
34959,I,1.175,0.85,0.25,11.6516445,8,9.00
34960,I,0.4625,0.325,0.125,0.963883,4,5.00
34961,I,0.85,0.625,0.2,5.1879585,7,8.00
34962,M,1.2125,0.925,0.325,18.7957185,10,7.00
34963,M,1.4625,1.0875,0.375,24.323871,10,8.00
34964,M,1.825,1.375,0.5125,52.900167,14,10.00
34965,I,0.8375,0.625,0.1875,4.80524025,6,9.00
34966,F,1.5125,1.1375,0.425,31.3828965,10,10.00
34967,M,0.8125,0.625,0.225,6.30776375,6,8.00
34968,I,1.175,0.8875,0.2875,13.53688625,8,6.00
34969,I,1.175,0.875,0.2875,13.1258185,6,9.00
34970,I,1.4,1.1,0.3625,23.1048425,10,5.00
34971,F,1.7,1.35,0.4375,48.7327905,11,6.00
34972,I,1,0.8125,0.3,11.55242125,8,6.00
34973,F,0.5875,0.4,0.1125,1.43164975,13,10.00
34974,I,1.0625,0.8,0.3125,11.850091,10,5.00
34975,F,1.45,1.1375,0.3625,32.58775025,9,8.00
34976,I,0.875,0.65,0.2125,5.20213325,6,10.00
34977,F,1.4875,1.1625,0.375,31.6096925,9,6.00
34978,F,1.7375,1.375,0.4625,49.25725625,16,8.00
34979,I,1.025,0.75,0.225,8.107957,6,7.00
34980,F,1.2625,0.95,0.325,18.6823205,8,7.00
34981,I,0.9875,0.725,0.2875,8.5898985,7,8.00
34982,I,1,0.725,0.25,8.00873375,7,8.00
34983,I,1.0125,0.775,0.225,10.19164525,6,7.00
34984,F,1.275,1,0.325,18.824068,8,7.00
34985,M,1.475,1.1625,0.4,29.24250925,8,6.00
34986,F,1.2875,0.9625,0.3125,17.90270925,9,7.00
34987,M,1.1375,0.9375,0.3625,17.84601025,14,5.00
34988,M,1.625,1.3125,0.4875,45.7277435,11,8.00
34989,F,1.6125,1.2125,0.475,39.81687275,11,9.00
34990,I,1.35,1.0125,0.35,22.80717275,9,8.00
34991,M,1.1875,0.9,0.35,13.79203175,12,10.00
34992,I,0.825,0.6125,0.2125,4.6209685,6,10.00
34993,F,1.5,1.175,0.3875,27.45649075,10,10.00
34994,M,1.0875,0.8875,0.2625,11.41067375,7,5.00
34995,M,1.725,1.35,0.5,47.513762,13,9.00
34996,I,1.125,0.875,0.275,13.60776,6,7.00
34997,M,1.4875,1.075,0.3625,24.87668625,8,10.00
34998,F,1.525,1.175,0.4125,32.205032,11,10.00
34999,I,1.1,0.875,0.2625,10.19164525,8,6.00
35000,I,1.1875,0.9125,0.2875,12.5588285,7,7.00
35001,F,1.325,1.025,0.3125,21.47474625,8,9.00
35002,M,1.2375,0.9625,0.3,18.5689225,10,10.00
35003,M,1.1,0.8125,0.275,14.004653,10,6.00
35004,M,1.5375,1.1875,0.4,36.117263,9,6.00
35005,M,1.3625,1.0875,0.25,24.62154075,8,5.00
35006,F,1.25,0.95,0.3875,17.53416575,18,6.00
35007,I,1.1,0.85,0.25,12.37455675,6,8.00
35008,F,1.5625,1.25,0.5375,38.612019,9,8.00
35009,I,1.0375,0.8,0.2875,10.64523725,11,6.00
35010,I,0.9125,0.6375,0.225,6.577084,9,7.00
35011,F,1.6875,1.3125,0.4375,50.008518,9,6.00
35012,M,1.175,0.9,0.3125,17.7184375,9,9.00
35013,M,1.2375,0.9625,0.35,21.38969775,13,9.00
35014,M,1.6,1.25,0.4375,37.52056325,13,6.00
35015,I,1.1,0.875,0.3,12.99824575,10,5.00
35016,M,1.1,0.825,0.2875,11.396499,6,6.00
35017,I,0.9625,0.6625,0.2125,5.8116475,5,5.00
35018,M,1.15,0.9375,0.2875,14.72756525,10,8.00
35019,F,1.1,0.875,0.3,12.68640125,9,7.00
35020,M,1.525,1.2,0.4,33.29648775,9,7.00
35021,M,1.6375,1.35,0.3875,40.80910525,10,10.00
35022,I,1.025,0.7625,0.275,9.241937,8,8.00
35023,F,1.425,1.1,0.375,22.5378525,10,10.00
35024,I,0.6,0.4125,0.1375,1.644271,4,6.00
35025,I,1.0125,0.75,0.225,8.618248,7,6.00
35026,I,1.0375,0.775,0.225,9.36950975,7,8.00
35027,I,1.2,0.975,0.3125,15.49300175,8,5.00
35028,I,1.225,0.925,0.275,12.9557215,8,9.00
35029,I,0.575,0.4125,0.1875,1.45999925,4,5.00
35030,I,1.125,0.8625,0.275,12.7289255,8,8.00
35031,I,1.3125,1.0125,0.325,19.0792135,9,9.00
35032,F,1.4375,1.125,0.375,28.2644515,10,8.00
35033,M,1.4875,1.15,0.4,32.44600275,18,9.00
35034,M,1.475,1.1375,0.375,27.442316,11,10.00
35035,M,1.325,1.0375,0.3125,16.782904,8,7.00
35036,M,1.4375,1.1125,0.3375,24.59319125,9,9.00
35037,M,1.1875,0.925,0.2875,16.839603,9,9.00
35038,M,1.5625,1.2125,0.4125,31.28367325,10,5.00
35039,M,1.2125,0.975,0.3125,17.349894,9,5.00
35040,M,1.2875,0.975,0.4125,19.220961,10,10.00
35041,F,1.625,1.2875,0.525,38.807745,17,5.00
35042,F,1.6,1.275,0.4125,38.51279575,11,9.00
35043,F,1.55,1.2125,0.4375,29.1716355,13,10.00
35044,F,1.7375,1.375,0.475,48.94541175,13,7.00
35045,F,1.4,1.125,0.3625,26.63435525,10,10.00
35046,M,1.25,0.975,0.35,19.66037825,9,5.00
35047,M,1.575,1.225,0.425,30.06464475,14,5.00
35048,I,1.1,0.85,0.35,12.2753335,6,7.00
35049,F,1.2875,1.0875,0.4125,34.8415355,19,7.00
35050,M,1.125,0.8875,0.3125,13.551061,10,7.00
35051,I,1.1125,0.8125,0.3,13.05494475,9,7.00
35052,F,1.375,1.0625,0.375,20.28406725,18,8.00
35053,F,1.475,1.15,0.4125,34.5013415,16,9.00
35054,F,1.6375,1.3125,0.4,37.77570875,21,7.00
35055,F,1.5375,1.2125,0.375,36.38658325,11,10.00
35056,F,1.675,1.275,0.4125,35.50774875,10,8.00
35057,F,1.5625,1.2125,0.375,31.51046925,10,9.00
35058,M,1.0375,0.8,0.2625,10.9145575,12,6.00
35059,M,1.4125,1.0625,0.3875,25.2027055,11,8.00
35060,F,1.525,1.2,0.4,30.900955,15,8.00
35061,I,1.3,1.025,0.375,20.87940675,9,6.00
35062,M,1.325,1.025,0.325,19.74542675,7,8.00
35063,I,0.9875,0.775,0.2375,8.23552975,6,8.00
35064,I,1.25,0.9375,0.2875,15.77649675,7,10.00
35065,I,0.925,0.725,0.25,7.994559,6,8.00
35066,M,1.475,1.1,0.325,24.28134675,13,6.00
35067,M,1.7875,1.4625,0.4625,54.7428845,10,5.00
35068,I,1.075,0.8,0.275,11.2547515,8,8.00
35069,F,1.55,1.2125,0.375,32.81454625,9,10.00
35070,I,0.925,0.675,0.225,5.3013565,6,8.00
35071,F,1.3125,1,0.35,19.20678625,8,9.00
35072,I,1.4375,1.1,0.4125,27.0170735,10,7.00
35073,I,0.4,0.25,0.0875,0.4252425,6,5.00
35074,F,1.525,1.2375,0.4375,29.69610125,11,7.00
35075,M,1.55,1.1625,0.475,29.97959625,11,9.00
35076,I,0.7,0.55,0.1875,3.67126025,5,8.00
35077,M,1.4375,1.125,0.4,29.540179,11,7.00
35078,F,1.5,1.1875,0.4125,29.15746075,9,8.00
35079,M,1.375,1.0625,0.325,21.41804725,10,9.00
35080,F,1.5625,1.2125,0.4625,37.874932,15,6.00
35081,M,1.45,1.075,0.3625,23.019794,10,7.00
35082,I,1.05,0.875,0.275,9.2135875,7,5.00
35083,M,1.7625,1.375,0.5125,49.281722,15,6.00
35084,M,1.5125,1.225,0.4125,30.71668325,11,8.00
35085,F,1.05,0.8125,0.3125,12.94154675,14,7.00
35086,I,1.1,0.85,0.25,13.1258185,8,7.00
35087,M,1.4,1.0625,0.4125,24.8058125,9,10.00
35088,M,1.425,1.1625,0.45,30.674159,14,10.00
35089,M,1.025,0.725,0.225,9.93649975,9,7.00
35090,M,1.6375,1.3375,0.5375,45.1607535,9,6.00
35091,I,0.725,0.5125,0.1625,3.55786225,5,8.00
35092,I,1.2125,0.9625,0.3875,18.69649525,12,5.00
35093,M,1.625,1.3,0.475,37.194544,24,10.00
35094,F,1.25,1.0125,0.3375,19.46193175,12,10.00
35095,F,1.6625,1.3,0.4125,34.302895,10,10.00
35096,M,1.8375,1.4875,0.55,59.6189985,10,6.00
35097,F,1.45,1.125,0.35,22.509503,10,9.00
35098,F,1.6625,1.2875,0.3875,36.457457,11,7.00
35099,M,1.4625,1.1375,0.4125,32.02076025,9,6.00
35100,M,1.4125,1.15,0.45,28.47707275,10,10.00
35101,I,1.3875,1.1,0.3625,27.158821,10,9.00
35102,M,1.2875,0.9875,0.3375,17.293195,14,10.00
35103,I,1.025,0.7875,0.2375,7.9095105,7,7.00
35104,F,1.55,1.1875,0.4375,32.33260475,12,10.00
35105,I,1.4375,1.1125,0.35,21.999212,8,5.00
35106,I,0.8375,0.625,0.2125,5.91087075,9,9.00
35107,I,1.2875,0.9875,0.35,19.43358225,9,7.00
35108,F,1.5,1.2,0.3875,29.313383,13,6.00
35109,I,1.4,1.1,0.375,27.1304715,10,5.00
35110,F,1.4625,1.1375,0.3875,26.2232875,9,9.00
35111,I,1.1875,0.9,0.25,14.118051,9,9.00
35112,I,1.375,1.0625,0.3625,19.49028125,9,8.00
35113,I,1.5125,1.175,0.425,32.10580875,11,7.00
35114,M,1.475,1.15,0.4,31.25532375,10,5.00
35115,M,1.525,1.1875,0.475,35.25260325,14,7.00
35116,F,1.25,0.9875,0.325,21.63163475,9,7.00
35117,M,1.575,1.275,0.3625,32.16250775,7,5.00
35118,I,1.15,0.925,0.35,13.11164375,9,5.00
35119,M,1.8125,1.3875,0.55,67.5001595,11,7.00
35120,M,1.5625,1.275,0.4625,38.00250475,14,9.00
35121,I,1.1625,0.9125,0.3125,14.798439,7,5.00
35122,M,1.55,1.2,0.375,28.08017975,11,7.00
35123,F,1.375,1.125,0.3,21.1203775,10,9.00
35124,F,1.5,1.1875,0.375,30.05047,10,5.00
35125,F,1.7625,1.4125,0.5,49.68249875,13,5.00
35126,M,1.5625,1.1625,0.375,29.41260625,11,8.00
35127,M,1.5,1.175,0.4125,34.5580405,10,8.00
35128,I,1.15,0.9375,0.2625,14.5432935,9,5.00
35129,M,1.675,1.325,0.475,40.483086,13,5.00
35130,F,1.4125,1.175,0.3625,28.76056775,10,9.00
35131,M,1.5875,1.225,0.3625,32.16250775,11,10.00
35132,M,1.525,1.2125,0.4,29.48348,12,6.00
35133,M,1.5875,1.2375,0.4125,35.777069,12,5.00
35134,I,1.4125,1.125,0.375,26.0531905,8,10.00
35135,F,1.6125,1.2875,0.425,39.56172725,11,9.00
35136,F,1.175,0.875,0.35,14.004653,11,6.00
35137,I,1.35,1.0625,0.3125,20.87940675,9,7.00
35138,I,1.45,1.15,0.3625,27.22969475,12,5.00
35139,F,1.6125,1.225,0.45,32.431828,10,5.00
35140,M,1.85,1.5125,0.5375,56.1603595,11,8.00
35141,F,1.375,1.0625,0.3375,21.6873675,15,8.00
35142,I,1.15,0.9,0.2625,12.47378,7,5.00
35143,F,1.3875,1.0625,0.375,24.62154075,8,6.00
35144,I,0.9625,0.7375,0.225,7.55514175,7,10.00
35145,M,1.2125,0.925,0.3,18.15785475,10,9.00
35146,M,1.45,1.1875,0.375,27.64484325,9,10.00
35147,F,1.675,1.3,0.45,39.2073585,11,9.00
35148,F,1.675,1.35,0.425,42.921143,14,10.00
35149,M,1.35,1.0375,0.3,23.88445375,10,6.00
35150,M,1.825,1.375,0.475,58.6551155,11,9.00
35151,F,0.825,0.65,0.225,5.5281525,9,9.00
35152,F,1.5,1.1625,0.35,30.34813975,10,7.00
35153,M,1.4375,1.1375,0.35,26.32251075,10,8.00
35154,M,1.225,0.9625,0.325,16.25843825,8,6.00
35155,I,1.25,1,0.325,21.829115,8,7.00
35156,M,1.4,1.1125,0.4,27.1871705,14,8.00
35157,F,1.5125,1.175,0.4,30.4190135,9,7.00
35158,F,1.3625,1.025,0.2875,16.1308655,7,9.00
35159,I,1.3,1.1,0.35,22.92057075,8,6.00
35160,I,1.3,1.025,0.3125,18.4555245,8,9.00
35161,M,1.5625,1.2625,0.4125,31.978236,11,8.00
35162,M,1.375,1.1,0.4,24.6357155,11,5.00
35163,I,1.0125,0.775,0.25,10.44679075,7,5.00
35164,M,1.5125,1.225,0.3875,32.41765325,10,7.00
35165,I,0.5375,0.375,0.075,1.09145575,3,8.00
35166,I,0.9375,0.725,0.2375,8.901743,7,5.00
35167,M,1.7375,1.4125,0.475,65.87006325,10,7.00
35168,I,0.875,0.65,0.2375,4.97533725,6,10.00
35169,F,1.45,1.125,0.4125,31.70891575,14,6.00
35170,M,1.6125,1.35,0.4375,43.885026,10,10.00
35171,I,1.1875,0.95,0.325,14.8834875,9,5.00
35172,M,1.525,1.1875,0.425,29.8520235,14,6.00
35173,F,1.35,1.15,0.35,24.8058125,9,8.00
35174,I,1.45,1.1875,0.375,32.488527,8,8.00
35175,I,0.4,0.3,0.0875,0.92135875,4,8.00
35176,M,1.3125,1.025,0.375,24.0687255,13,10.00
35177,M,1.4375,1.0875,0.425,33.26813825,9,10.00
35178,I,1.125,0.875,0.3125,13.48018725,8,8.00
35179,F,1.5,1.15,0.425,28.84561625,11,6.00
35180,I,1.3875,1.0625,0.4125,21.87163925,16,6.00
35181,F,1.7375,1.375,0.4375,46.45065575,10,5.00
35182,F,1.6,1.3,0.5125,46.67745175,19,8.00
35183,M,1.25,0.9625,0.3125,16.839603,8,7.00
35184,F,1.8,1.4125,0.45,49.54075125,12,10.00
35185,I,1.0875,0.8375,0.275,12.06271225,8,8.00
35186,I,1.125,0.825,0.25,9.128539,7,8.00
35187,M,1.725,1.35,0.475,45.88366575,12,9.00
35188,F,1.525,1.1625,0.425,31.96406125,9,8.00
35189,M,0.875,0.6625,0.2125,5.1879585,9,9.00
35190,F,1.3,1.0125,0.2875,20.31241675,8,8.00
35191,F,1.575,1.2125,0.4125,32.98464325,14,8.00
35192,I,1.325,1.05,0.35,19.66037825,8,6.00
35193,I,0.775,0.6125,0.2125,4.20990075,6,5.00
35194,F,1.3875,1.1,0.375,22.6512505,8,6.00
35195,F,1.1875,0.9125,0.3125,15.09610875,9,6.00
35196,F,1.5,1.1875,0.475,32.16250775,10,6.00
35197,I,1.3125,1.025,0.325,19.901349,8,9.00
35198,M,1.6375,1.2625,0.3875,40.78075575,9,6.00
35199,F,1.3875,1.1125,0.425,23.700182,10,6.00
35200,M,1.5,1.1625,0.4375,31.694741,10,6.00
35201,I,0.6,0.45,0.175,2.99087225,4,8.00
35202,M,1.4375,1.1,0.3375,24.777463,10,9.00
35203,M,1.2125,0.925,0.25,14.81261375,9,10.00
35204,F,1.5,1.15,0.4125,29.937072,12,5.00
35205,M,1.35,1.05,0.3625,26.01066625,11,5.00
35206,M,1.5125,1.0875,0.4125,31.70891575,19,9.00
35207,F,1.45,1.1375,0.4,23.62930825,9,8.00
35208,F,1.3625,1.0625,0.45,24.36639525,12,7.00
35209,I,1.325,1.05,0.3125,19.80212575,8,10.00
35210,I,1.0875,0.8,0.275,10.21999475,6,10.00
35211,I,0.825,0.6375,0.2,6.39281225,6,10.00
35212,I,1.375,1.025,0.3625,19.15008725,11,6.00
35213,F,1.25,0.9375,0.3,14.2030995,10,10.00
35214,M,1.3125,1,0.3125,18.540573,9,5.00
35215,M,1.425,1.125,0.3625,24.040376,11,10.00
35216,M,1.6375,1.2875,0.475,34.983283,11,7.00
35217,I,0.9875,0.7375,0.225,9.6104805,6,7.00
35218,I,1.25,0.9625,0.325,15.43630275,7,6.00
35219,I,0.4375,0.325,0.1125,0.850485,5,10.00
35220,I,0.6875,0.5125,0.1625,2.608154,6,5.00
35221,M,1.45,1.1125,0.4,28.2644515,9,5.00
35222,F,1.6875,1.3125,0.475,44.21104525,14,6.00
35223,I,0.675,0.4875,0.025,3.345241,4,5.00
35224,M,1.525,1.2,0.4375,34.189497,12,7.00
35225,I,0.7,0.5125,0.1875,2.99087225,6,10.00
35226,I,1.3125,1,0.4,22.75047375,9,6.00
35227,M,1.625,1.425,0.575,57.1242425,15,5.00
35228,M,1.3625,1.05,0.3,23.7285315,10,8.00
35229,F,1.5625,1.25,0.45,37.98833,14,5.00
35230,I,1.4875,1.1625,0.5,31.34037225,15,7.00
35231,I,1.1375,0.8625,0.2875,12.43125575,15,9.00
35232,I,0.6375,0.4625,0.1625,2.05533875,6,6.00
35233,I,0.825,0.6375,0.2,5.2446575,7,9.00
35234,I,1.3875,1.1,0.3375,23.40251225,10,7.00
35235,F,1.375,1.075,0.375,26.6201805,10,6.00
35236,F,1.3125,1.0375,0.375,23.40251225,9,5.00
35237,F,1.75,1.4125,0.525,47.58463575,13,9.00
35238,M,1.575,1.275,0.4125,32.81454625,10,9.00
35239,M,1.675,1.3375,0.5,45.8978405,9,6.00
35240,I,0.8375,0.625,0.1875,5.7549485,5,5.00
35241,M,1.4625,1.1625,0.375,30.674159,8,10.00
35242,M,1.425,1.175,0.4625,27.20134525,10,10.00
35243,M,1.6,1.3125,0.8125,42.354153,16,9.00
35244,M,1.6,1.2875,0.2625,41.276872,11,6.00
35245,F,1.4,1.1,0.375,26.71940375,9,7.00
35246,F,1.425,1.0875,0.375,24.834162,11,6.00
35247,I,1.3875,1.05,0.35,20.41164,8,6.00
35248,I,1.125,0.8375,0.25,11.72251825,7,5.00
35249,M,1.4125,1.1,0.425,30.1922175,7,10.00
35250,I,0.85,0.6375,0.2,5.06038575,6,6.00
35251,M,1.525,1.1875,0.375,27.499015,15,5.00
35252,I,1.3,1,0.4125,18.69649525,8,5.00
35253,F,1.675,1.275,0.475,38.215126,17,7.00
35254,F,1.4625,1.2,0.4125,30.43318825,12,7.00
35255,F,1.8,1.3125,0.4625,48.94541175,10,6.00
35256,M,1.3375,1.0125,0.45,20.3265915,8,8.00
35257,F,1.2375,0.8875,0.325,13.53688625,7,8.00
35258,F,1.2125,0.9375,0.325,18.24290325,6,7.00
35259,M,1.4625,1.1625,0.375,24.0687255,8,6.00
35260,I,1.1875,0.9,0.275,14.64251675,7,9.00
35261,M,1.5125,1.25,0.425,38.03085425,12,9.00
35262,F,1.375,1.125,0.375,26.818627,9,7.00
35263,M,1.425,1.125,0.4,24.42309425,11,7.00
35264,M,1.7,1.325,0.425,44.15434625,10,7.00
35265,I,1.2125,0.9375,0.325,16.51358375,8,6.00
35266,I,0.6375,0.4875,0.15,2.608154,5,6.00
35267,F,1.75,1.3,0.4,42.354153,9,10.00
35268,M,1.4625,1.125,0.4125,24.6357155,12,6.00
35269,M,1.2125,0.9,0.3,14.50076925,8,7.00
35270,I,0.925,0.6875,0.25,6.3219385,7,9.00
35271,F,1.625,1.2625,0.4125,35.210079,9,5.00
35272,M,1.325,1.0375,0.325,21.4038725,21,10.00
35273,M,1.775,1.4125,0.4875,49.85259575,13,9.00
35274,M,1.4125,1.125,0.375,27.14464625,9,7.00
35275,F,1.2625,0.9625,0.2875,18.030282,9,7.00
35276,M,1.25,0.9875,0.3125,18.71067,13,10.00
35277,I,0.875,0.65,0.2,5.88252125,6,6.00
35278,M,1.5125,1.1375,0.4125,30.74503275,14,9.00
